dataset_name,feature_1,feature_2,pearson_correlation,abs_correlation
NFHS_5_FACTSHEETS,MOTHERS_WHOSE_LAST_BIRTH_WAS_PROTECTED_AGAINST_NEONATAL_TETANUS_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY_9,WOMEN_AGE_15_49_YEARS_WHO_HAVE_HIGH_RISK_WAIST_TO_HIP_RATIO_0_85,0.173,0.173
NFHS_5_FACTSHEETS,MOTHERS_WHOSE_LAST_BIRTH_WAS_PROTECTED_AGAINST_NEONATAL_TETANUS_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY_9,MEN_AGE_15_49_YEARS_WHO_HAVE_HIGH_RISK_WAIST_TO_HIP_RATIO_0_90,0.2067,0.2067
NFHS_5_FACTSHEETS,MOTHERS_WHOSE_LAST_BIRTH_WAS_PROTECTED_AGAINST_NEONATAL_TETANUS_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY_9,CHILDREN_AGE_6_59_MONTHS_WHO_ARE_ANAEMIC_11_0_G_DL_22,0.1739,0.1739
NFHS_5_FACTSHEETS,MOTHERS_WHOSE_LAST_BIRTH_WAS_PROTECTED_AGAINST_NEONATAL_TETANUS_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY_9,NON_PREGNANT_WOMEN_AGE_15_49_YEARS_WHO_ARE_ANAEMIC_12_0_G_DL_22,0.1841,0.1841
NFHS_5_FACTSHEETS,MOTHERS_WHOSE_LAST_BIRTH_WAS_PROTECTED_AGAINST_NEONATAL_TETANUS_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY_9,PREGNANT_WOMEN_AGE_15_49_YEARS_WHO_ARE_ANAEMIC_11_0_G_DL_22,0.0012,0.0012
NFHS_5_FACTSHEETS,MOTHERS_WHOSE_LAST_BIRTH_WAS_PROTECTED_AGAINST_NEONATAL_TETANUS_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY_9,ALL_WOMEN_AGE_15_49_YEARS_WHO_ARE_ANAEMIC22,0.1878,0.1878
NFHS_5_FACTSHEETS,MOTHERS_WHOSE_LAST_BIRTH_WAS_PROTECTED_AGAINST_NEONATAL_TETANUS_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY_9,ALL_WOMEN_AGE_15_19_YEARS_WHO_ARE_ANAEMIC22,0.0639,0.0639
NFHS_5_FACTSHEETS,MOTHERS_WHOSE_LAST_BIRTH_WAS_PROTECTED_AGAINST_NEONATAL_TETANUS_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY_9,MEN_AGE_15_49_YEARS_WHO_ARE_ANAEMIC_13_0_G_DL_22,0.1283,0.1283
NFHS_5_FACTSHEETS,MOTHERS_WHOSE_LAST_BIRTH_WAS_PROTECTED_AGAINST_NEONATAL_TETANUS_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY_9,MEN_AGE_15_19_YEARS_WHO_ARE_ANAEMIC_13_0_G_DL_22,-0.024,0.024
NFHS_5_FACTSHEETS,MOTHERS_WHOSE_LAST_BIRTH_WAS_PROTECTED_AGAINST_NEONATAL_TETANUS_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY_9,WOMEN_AGE_15_YEARS_AND_ABOVE_WITH_HIGH_141_160_MG_DL_BLOOD_SUGAR_LEVEL23,0.2527,0.2527
NFHS_5_FACTSHEETS,MOTHERS_WHOSE_LAST_BIRTH_WAS_PROTECTED_AGAINST_NEONATAL_TETANUS_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY_9,WOMEN_AGE_15_YEARS_AND_ABOVE_WIH_VERY_HIGH_160_MG_DL_BLOOD_SUGAR_LEVEL23,0.3328,0.3328
NFHS_5_FACTSHEETS,MOTHERS_WHOSE_LAST_BIRTH_WAS_PROTECTED_AGAINST_NEONATAL_TETANUS_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY_9,WOMEN_AGE_15_YEARS_AND_ABOVE_WIH_HIGH_OR_VERY_HIGH_140_MG_DL_BLOOD_SUGAR_LEVEL_OR_TAKING_MEDICINE_TO_CONTROL_BLOOD_SUGAR_LEVEL23,0.3286,0.3286
NFHS_5_FACTSHEETS,MOTHERS_WHOSE_LAST_BIRTH_WAS_PROTECTED_AGAINST_NEONATAL_TETANUS_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY_9,MEN_AGE_15_YEARS_AND_ABOVE_WIH_HIGH_141_160_MG_DL_BLOOD_SUGAR_LEVEL23,0.101,0.101
NFHS_5_FACTSHEETS,MOTHERS_WHOSE_LAST_BIRTH_WAS_PROTECTED_AGAINST_NEONATAL_TETANUS_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY_9,MEN_AGE_15_YEARS_AND_ABOVE_WIH_VERY_HIGH_160_MG_DL_BLOOD_SUGAR_LEVEL23,0.2714,0.2714
NFHS_5_FACTSHEETS,MOTHERS_WHOSE_LAST_BIRTH_WAS_PROTECTED_AGAINST_NEONATAL_TETANUS_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY_9,MEN_AGE_15_YEARS_AND_ABOVE_WIH_HIGH_OR_VERY_HIGH_140_MG_DL_BLOOD_SUGAR_LEVEL_OR_TAKING_MEDICINE_TO_CONTROL_BLOOD_SUGAR_LEVEL23,0.2415,0.2415
NFHS_5_FACTSHEETS,MOTHERS_WHOSE_LAST_BIRTH_WAS_PROTECTED_AGAINST_NEONATAL_TETANUS_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY_9,WOMEN_AGE_15_YEARS_AND_ABOVE_WIH_MILDLY_ELEVATED_BLOOD_PRESSURE_SYSTOLIC_140_159_MM_OF_HG_AND_OR_DIASTOLIC_90_99_MM_OF_HG,0.0534,0.0534
NFHS_5_FACTSHEETS,MOTHERS_WHOSE_LAST_BIRTH_WAS_PROTECTED_AGAINST_NEONATAL_TETANUS_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY_9,WOMEN_AGE_15_YEARS_AND_ABOVE_WIH_MODERATELY_OR_SEVERELY_ELEVATED_BLOOD_PRESSURE_SYSTOLIC_160_MM_OF_HG_AND_OR_DIASTOLIC_100_MM_OF_HG,-0.0075,0.0075
NFHS_5_FACTSHEETS,MOTHERS_WHOSE_LAST_BIRTH_WAS_PROTECTED_AGAINST_NEONATAL_TETANUS_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY_9,WOMEN_AGE_15_YEARS_AND_ABOVE_WIH_ELEVATED_BLOOD_PRESSURE_SYSTOLIC_140_MM_OF_HG_AND_OR_DIASTOLIC_90_MM_OF_HG_OR_TAKING_MEDICINE_TO_CONTROL_BLOOD_PRESSURE,0.1677,0.1677
NFHS_5_FACTSHEETS,MOTHERS_WHOSE_LAST_BIRTH_WAS_PROTECTED_AGAINST_NEONATAL_TETANUS_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY_9,MEN_AGE_15_YEARS_AND_ABOVE_WIH_MILDLY_ELEVATED_BLOOD_PRESSURE_SYSTOLIC_140_159_MM_OF_HG_AND_OR_DIASTOLIC_90_99_MM_OF_HG,-0.1551,0.1551
NFHS_5_FACTSHEETS,MOTHERS_WHOSE_LAST_BIRTH_WAS_PROTECTED_AGAINST_NEONATAL_TETANUS_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY_9,MEN_AGE_15_YEARS_AND_ABOVE_WIH_MODERATELY_OR_SEVERELY_ELEVATED_BLOOD_PRESSURE_SYSTOLIC_160_MM_OF_HG_AND_OR_DIASTOLIC_100_MM_OF_HG,-0.1331,0.1331
NFHS_5_FACTSHEETS,MOTHERS_WHOSE_LAST_BIRTH_WAS_PROTECTED_AGAINST_NEONATAL_TETANUS_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY_9,MEN_AGE_15_YEARS_AND_ABOVE_WIH_ELEVATED_BLOOD_PRESSURE_SYSTOLIC_140_MM_OF_HG_AND_OR_DIASTOLIC_90_MM_OF_HG_OR_TAKING_MEDICINE_TO_CONTROL_BLOOD_PRESSURE,-0.0689,0.0689
NFHS_5_FACTSHEETS,MOTHERS_WHOSE_LAST_BIRTH_WAS_PROTECTED_AGAINST_NEONATAL_TETANUS_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY_9,WOMEN_AGE_30_49_YEARS_EVER_UNDERGONE_A_SCREENING_TEST_FOR_CERVICAL_CANCER,-0.1301,0.1301
NFHS_5_FACTSHEETS,MOTHERS_WHOSE_LAST_BIRTH_WAS_PROTECTED_AGAINST_NEONATAL_TETANUS_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY_9,WOMEN_AGE_30_49_YEARS_EVER_UNDERGONE_A_BREAST_EXAMINATION_FOR_BREAST_CANCER,-0.096,0.096
NFHS_5_FACTSHEETS,MOTHERS_WHOSE_LAST_BIRTH_WAS_PROTECTED_AGAINST_NEONATAL_TETANUS_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY_9,WOMEN_AGE_30_49_YEARS_EVER_UNDERGONE_AN_ORAL_CAVITY_EXAMINATION_FOR_ORAL_CANCER,0.0069,0.0069
NFHS_5_FACTSHEETS,MOTHERS_WHOSE_LAST_BIRTH_WAS_PROTECTED_AGAINST_NEONATAL_TETANUS_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY_9,MEN_AGE_30_49_YEARS_EVER_UNDERGONE_AN_ORAL_CAVITY_EXAMINATION_FOR_ORAL_CANCER,-0.103,0.103
NFHS_5_FACTSHEETS,MOTHERS_WHOSE_LAST_BIRTH_WAS_PROTECTED_AGAINST_NEONATAL_TETANUS_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY_9,WOMEN_AGE_15_49_YEARS_WHO_HAVE_COMPREHENSIVE_KNOWLEDGE24_OF_HIV_AIDS,-0.0735,0.0735
NFHS_5_FACTSHEETS,MOTHERS_WHOSE_LAST_BIRTH_WAS_PROTECTED_AGAINST_NEONATAL_TETANUS_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY_9,MEN_AGE_15_49_YEARS_WHO_HAVE_COMPREHENSIVE_KNOWLEDGE24_OF_HIV_AIDS,-0.0981,0.0981
NFHS_5_FACTSHEETS,MOTHERS_WHOSE_LAST_BIRTH_WAS_PROTECTED_AGAINST_NEONATAL_TETANUS_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY_9,WOMEN_AGE_15_49_YEARS_WHO_KNOW_THAT_CONSISTENT_CONDOM_USE_CAN_REDUCE_THE_CHANCE_OF_GETTING_HIV_AIDS,-0.0027,0.0027
NFHS_5_FACTSHEETS,MOTHERS_WHOSE_LAST_BIRTH_WAS_PROTECTED_AGAINST_NEONATAL_TETANUS_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY_9,MEN_AGE_15_49_YEARS_WHO_KNOW_THAT_CONSISTENT_CONDOM_USE_CAN_REDUCE_THE_CHANCE_OF_GETTING_HIV_AIDS,0.0189,0.0189
NFHS_5_FACTSHEETS,MOTHERS_WHOSE_LAST_BIRTH_WAS_PROTECTED_AGAINST_NEONATAL_TETANUS_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY_9,CURRENTLY_MARRIED_WOMEN_AGE_15_49_YEARS_WHO_USUALLY_PARTICIPATE_IN_THREE_HOUSEHOLD_DECISIONS25,-0.0797,0.0797
NFHS_5_FACTSHEETS,MOTHERS_WHOSE_LAST_BIRTH_WAS_PROTECTED_AGAINST_NEONATAL_TETANUS_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY_9,WOMEN_AGE_15_49_YEARS_WHO_WORKED_IN_THE_LAST_12_MONTHS_AND_WERE_PAID_IN_CASH,-0.1942,0.1942
NFHS_5_FACTSHEETS,MOTHERS_WHOSE_LAST_BIRTH_WAS_PROTECTED_AGAINST_NEONATAL_TETANUS_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY_9,WOMEN_AGE_15_49_YEARS_OWNING_A_HOUSE_AND_OR_LAND_ALONE_OR_JOINTLY_WITH_OTHERS,-0.2489,0.2489
NFHS_5_FACTSHEETS,MOTHERS_WHOSE_LAST_BIRTH_WAS_PROTECTED_AGAINST_NEONATAL_TETANUS_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY_9,WOMEN_AGE_15_49_YEARS_HAVING_A_BANK_OR_SAVINGS_ACCOUNT_THAT_THEY_THEMSELVES_USE,-0.0032,0.0032
NFHS_5_FACTSHEETS,MOTHERS_WHOSE_LAST_BIRTH_WAS_PROTECTED_AGAINST_NEONATAL_TETANUS_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY_9,WOMEN_AGE_15_49_YEARS_HAVING_A_MOBILE_PHONE_THAT_THEY_THEMSELVES_USE,-0.1309,0.1309
NFHS_5_FACTSHEETS,MOTHERS_WHOSE_LAST_BIRTH_WAS_PROTECTED_AGAINST_NEONATAL_TETANUS_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY_9,WOMEN_AGE_15_24_YEARS_WHO_USE_HYGIENIC_METHODS_OF_PROTECTION_DURING_THEIR_MENSTRUAL_PERIOD26,0.0545,0.0545
NFHS_5_FACTSHEETS,MOTHERS_WHOSE_LAST_BIRTH_WAS_PROTECTED_AGAINST_NEONATAL_TETANUS_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY_9,EVER_MARRIED_WOMEN_AGE_18_49_YEARS_WHO_HAVE_EVER_EXPERIENCED_SPOUSAL_VIOLENCE27,0.0347,0.0347
NFHS_5_FACTSHEETS,MOTHERS_WHOSE_LAST_BIRTH_WAS_PROTECTED_AGAINST_NEONATAL_TETANUS_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY_9,EVER_MARRIED_WOMEN_AGE_18_49_YEARS_WHO_HAVE_EXPERIENCED_PHYSICAL_VIOLENCE_DURING_ANY_PREGNANCY,0.0444,0.0444
NFHS_5_FACTSHEETS,MOTHERS_WHOSE_LAST_BIRTH_WAS_PROTECTED_AGAINST_NEONATAL_TETANUS_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY_9,YOUNG_WOMEN_AGE_18_29_YEARS_WHO_EXPERIENCED_SEXUAL_VIOLENCE_BY_AGE_18,0.0313,0.0313
NFHS_5_FACTSHEETS,MOTHERS_WHOSE_LAST_BIRTH_WAS_PROTECTED_AGAINST_NEONATAL_TETANUS_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY_9,WOMEN_AGE_15_YEARS_AND_ABOVE_WHO_USE_ANY_KIND_OF_TOBACCO,-0.2858,0.2858
NFHS_5_FACTSHEETS,MOTHERS_WHOSE_LAST_BIRTH_WAS_PROTECTED_AGAINST_NEONATAL_TETANUS_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY_9,MEN_AGE_15_YEARS_AND_ABOVE_WHO_USE_ANY_KIND_OF_TOBACCO,-0.371,0.371
NFHS_5_FACTSHEETS,MOTHERS_WHOSE_LAST_BIRTH_WAS_PROTECTED_AGAINST_NEONATAL_TETANUS_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY_9,WOMEN_AGE_15_YEARS_AND_ABOVE_WHO_CONSUME_ALCOHOL,-0.261,0.261
NFHS_5_FACTSHEETS,MOTHERS_WHOSE_LAST_BIRTH_WAS_PROTECTED_AGAINST_NEONATAL_TETANUS_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY_9,MEN_AGE_15_YEARS_AND_ABOVE_WHO_CONSUME_ALCOHOL,-0.3781,0.3781
NFHS_5_FACTSHEETS,MOTHERS_WHO_CONSUMED_IRON_FOLIC_ACID_FOR_100_DAYS_OR_MORE_WHEN_THEY_WERE_PREGNANT_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY,MOTHERS_WHO_CONSUMED_IRON_FOLIC_ACID_FOR_180_DAYS_OR_MORE_WHEN_THEY_WERE_PREGNANT_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY,0.9163,0.9163
NFHS_5_FACTSHEETS,MOTHERS_WHO_CONSUMED_IRON_FOLIC_ACID_FOR_100_DAYS_OR_MORE_WHEN_THEY_WERE_PREGNANT_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY,REGISTERED_PREGNANCIES_FOR_WHICH_THE_MOTHER_RECEIVED_A_MOTHER_AND_CHILD_PROTECTION_MCP_CARD_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY,0.0312,0.0312
NFHS_5_FACTSHEETS,MOTHERS_WHO_CONSUMED_IRON_FOLIC_ACID_FOR_100_DAYS_OR_MORE_WHEN_THEY_WERE_PREGNANT_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY,MOTHERS_WHO_RECEIVED_POSTNATAL_CARE_FROM_A_DOCTOR_NURSE_LHV_ANM_MIDWIFE_OTHER_HEALTH_PERSONNEL_WITHIN_2_DAYS_OF_DELIVERY_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY,0.6373,0.6373
NFHS_5_FACTSHEETS,MOTHERS_WHO_CONSUMED_IRON_FOLIC_ACID_FOR_100_DAYS_OR_MORE_WHEN_THEY_WERE_PREGNANT_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY,AVERAGE_OUT_OF_POCKET_EXPENDITURE_PER_DELIVERY_IN_A_PUBLIC_HEALTH_FACILITY_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY_RS,-0.0657,0.0657
NFHS_5_FACTSHEETS,MOTHERS_WHO_CONSUMED_IRON_FOLIC_ACID_FOR_100_DAYS_OR_MORE_WHEN_THEY_WERE_PREGNANT_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY,CHILDREN_BORN_AT_HOME_WHO_WERE_TAKEN_TO_A_HEALTH_FACILITY_FOR_A_CHECK_UP_WITHIN_24_HOURS_OF_BIRTH_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY,0.2087,0.2087
NFHS_5_FACTSHEETS,MOTHERS_WHO_CONSUMED_IRON_FOLIC_ACID_FOR_100_DAYS_OR_MORE_WHEN_THEY_WERE_PREGNANT_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY,CHILDREN_WHO_RECEIVED_POSTNATAL_CARE_FROM_A_DOCTOR_NURSE_LHV_ANM_MIDWIFE_OTHER_HEALTH_PERSONNEL_WITHIN_2_DAYS_OF_DELIVERY_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY,0.5747,0.5747
NFHS_5_FACTSHEETS,MOTHERS_WHO_CONSUMED_IRON_FOLIC_ACID_FOR_100_DAYS_OR_MORE_WHEN_THEY_WERE_PREGNANT_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY,INSTITUTIONAL_BIRTHS_IN_THE_5_YEARS_BEFORE_THE_SURVEY,0.5879,0.5879
NFHS_5_FACTSHEETS,MOTHERS_WHO_CONSUMED_IRON_FOLIC_ACID_FOR_100_DAYS_OR_MORE_WHEN_THEY_WERE_PREGNANT_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY,INSTITUTIONAL_BIRTHS_IN_PUBLIC_FACILITY_IN_THE_5_YEARS_BEFORE_THE_SURVEY,-0.035,0.035
NFHS_5_FACTSHEETS,MOTHERS_WHO_CONSUMED_IRON_FOLIC_ACID_FOR_100_DAYS_OR_MORE_WHEN_THEY_WERE_PREGNANT_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY,HOME_BIRTHS_THAT_WERE_CONDUCTED_BY_SKILLED_HEALTH_PERSONNEL_IN_THE_5_YEARS_BEFORE_THE_SURVEY_10,-0.6528,0.6528
NFHS_5_FACTSHEETS,MOTHERS_WHO_CONSUMED_IRON_FOLIC_ACID_FOR_100_DAYS_OR_MORE_WHEN_THEY_WERE_PREGNANT_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY,BIRTHS_ATTENDED_BY_SKILLED_HEALTH_PERSONNEL_IN_THE_5_YEARS_BEFORE_THE_SURVEY_10,0.5692,0.5692
NFHS_5_FACTSHEETS,MOTHERS_WHO_CONSUMED_IRON_FOLIC_ACID_FOR_100_DAYS_OR_MORE_WHEN_THEY_WERE_PREGNANT_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY,BIRTHS_DELIVERED_BY_CAESAREAN_SECTION_IN_THE_5_YEARS_BEFORE_THE_SURVEY,0.43,0.43
NFHS_5_FACTSHEETS,MOTHERS_WHO_CONSUMED_IRON_FOLIC_ACID_FOR_100_DAYS_OR_MORE_WHEN_THEY_WERE_PREGNANT_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY,BIRTHS_IN_A_PRIVATE_HEALTH_FACILITY_THAT_WERE_DELIVERED_BY_CAESAREAN_SECTION_IN_THE_5_YEARS_BEFORE_THE_SURVEY,-0.0594,0.0594
NFHS_5_FACTSHEETS,MOTHERS_WHO_CONSUMED_IRON_FOLIC_ACID_FOR_100_DAYS_OR_MORE_WHEN_THEY_WERE_PREGNANT_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY,BIRTHS_IN_A_PUBLIC_HEALTH_FACILITY_THAT_WERE_DELIVERED_BY_CAESAREAN_SECTION_IN_THE_5_YEARS_BEFORE_THE_SURVEY,0.3596,0.3596
NFHS_5_FACTSHEETS,MOTHERS_WHO_CONSUMED_IRON_FOLIC_ACID_FOR_100_DAYS_OR_MORE_WHEN_THEY_WERE_PREGNANT_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY,CHILDREN_AGE_12_23_MONTHS_FULLY_VACCINATED_BASED_ON_INFORMATION_FROM_EITHER_VACCINATION_CARD_OR_MOTHER_S_RECALL11,-0.3614,0.3614
NFHS_5_FACTSHEETS,MOTHERS_WHO_CONSUMED_IRON_FOLIC_ACID_FOR_100_DAYS_OR_MORE_WHEN_THEY_WERE_PREGNANT_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY,CHILDREN_AGE_12_23_MONTHS_FULLY_VACCINATED_BASED_ON_INFORMATION_FROM_VACCINATION_CARD_ONLY12,-0.237,0.237
NFHS_5_FACTSHEETS,MOTHERS_WHO_CONSUMED_IRON_FOLIC_ACID_FOR_100_DAYS_OR_MORE_WHEN_THEY_WERE_PREGNANT_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY,CHILDREN_AGE_12_23_MONTHS_WHO_HAVE_RECEIVED_BCG,-0.4162,0.4162
NFHS_5_FACTSHEETS,MOTHERS_WHO_CONSUMED_IRON_FOLIC_ACID_FOR_100_DAYS_OR_MORE_WHEN_THEY_WERE_PREGNANT_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY,CHILDREN_AGE_12_23_MONTHS_WHO_HAVE_RECEIVED_3_DOSES_OF_POLIO_VACCINE13,-0.369,0.369
NFHS_5_FACTSHEETS,MOTHERS_WHO_CONSUMED_IRON_FOLIC_ACID_FOR_100_DAYS_OR_MORE_WHEN_THEY_WERE_PREGNANT_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY,CHILDREN_AGE_12_23_MONTHS_WHO_HAVE_RECEIVED_3_DOSES_OF_PENTA_OR_DPT_VACCINE,-0.3902,0.3902
NFHS_5_FACTSHEETS,MOTHERS_WHO_CONSUMED_IRON_FOLIC_ACID_FOR_100_DAYS_OR_MORE_WHEN_THEY_WERE_PREGNANT_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY,CHILDREN_AGE_12_23_MONTHS_WHO_HAVE_RECEIVED_THE_FIRST_DOSE_OF_MEASLES_CONTAINING_VACCINE_MCV,-0.395,0.395
NFHS_5_FACTSHEETS,MOTHERS_WHO_CONSUMED_IRON_FOLIC_ACID_FOR_100_DAYS_OR_MORE_WHEN_THEY_WERE_PREGNANT_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY,CHILDREN_AGE_24_35_MONTHS_WHO_HAVE_RECEIVED_A_SECOND_DOSE_OF_MEASLES_CONTAINING_VACCINE_MCV,-0.2775,0.2775
NFHS_5_FACTSHEETS,MOTHERS_WHO_CONSUMED_IRON_FOLIC_ACID_FOR_100_DAYS_OR_MORE_WHEN_THEY_WERE_PREGNANT_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY,CHILDREN_AGE_12_23_MONTHS_WHO_HAVE_RECEIVED_3_DOSES_OF_ROTAVIRUS_VACCINE14,-0.1876,0.1876
NFHS_5_FACTSHEETS,MOTHERS_WHO_CONSUMED_IRON_FOLIC_ACID_FOR_100_DAYS_OR_MORE_WHEN_THEY_WERE_PREGNANT_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY,CHILDREN_AGE_12_23_MONTHS_WHO_HAVE_RECEIVED_3_DOSES_OF_PENTA_OR_HEPATITIS_B_VACCINE,-0.3852,0.3852
NFHS_5_FACTSHEETS,MOTHERS_WHO_CONSUMED_IRON_FOLIC_ACID_FOR_100_DAYS_OR_MORE_WHEN_THEY_WERE_PREGNANT_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY,CHILDREN_AGE_9_35_MONTHS_WHO_RECEIVED_A_VITAMIN_A_DOSE_IN_THE_LAST_6_MONTHS,0.0892,0.0892
NFHS_5_FACTSHEETS,MOTHERS_WHO_CONSUMED_IRON_FOLIC_ACID_FOR_100_DAYS_OR_MORE_WHEN_THEY_WERE_PREGNANT_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY,CHILDREN_AGE_12_23_MONTHS_WHO_RECEIVED_MOST_OF_THEIR_VACCINATIONS_IN_A_PUBLIC_HEALTH_FACILITY,-0.4537,0.4537
NFHS_5_FACTSHEETS,MOTHERS_WHO_CONSUMED_IRON_FOLIC_ACID_FOR_100_DAYS_OR_MORE_WHEN_THEY_WERE_PREGNANT_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY,CHILDREN_AGE_12_23_MONTHS_WHO_RECEIVED_MOST_OF_THEIR_VACCINATIONS_IN_A_PRIVATE_HEALTH_FACILITY,0.0395,0.0395
NFHS_5_FACTSHEETS,MOTHERS_WHO_CONSUMED_IRON_FOLIC_ACID_FOR_100_DAYS_OR_MORE_WHEN_THEY_WERE_PREGNANT_FOR_LAST_BIRTH_IN_THE_5_YEARS_BEFORE_THE_SURVEY,PREVALENCE_OF_DIARRHOEA_IN_THE_2_WEEKS_PRECEDING_THE_SURVEY_CHILDREN_UNDER_AGE_5_YEARS,-0.2755,0.2755
