A_1_NUMBER_OF_VILLAGES_TOWNS_HOUSEHOLDS_POPULATION_AND_AREA,COLUMN_2,COLUMN_3,COLUMN_4,COLUMN_5,COLUMN_6,COLUMN_7,COLUMN_8,COLUMN_9,COLUMN_10,COLUMN_11,COLUMN_12,COLUMN_13,COLUMN_14,COLUMN_15
,,,India/ State/ Union Territory/ District/ Sub-district,Name,"Total/
Rural/
Urban",,,,,,,,,
,,,,,,,,,,,,,,
1.0,11.0,45.0,SUB-DISTRICT,Lar,Urban,0.0,0.0,1.0,1548.0,10471.0,5576.0,4895.0,9.54,1098.0
1.0,11.0,46.0,SUB-DISTRICT,Kangan,Total,42.0,0.0,0.0,18326.0,120934.0,64723.0,56211.0,90.44,1337.0
1.0,11.0,46.0,SUB-DISTRICT,Kangan,Rural,42.0,0.0,0.0,18326.0,120934.0,64723.0,56211.0,90.44,1337.0
1.0,11.0,46.0,SUB-DISTRICT,Kangan,Urban,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,11.0,47.0,SUB-DISTRICT,Ganderbal,Total,29.0,2.0,2.0,13415.0,85818.0,45140.0,40678.0,85.96,998.0
1.0,11.0,47.0,SUB-DISTRICT,Ganderbal,Rural,29.0,2.0,0.0,7997.0,49250.0,25711.0,23539.0,70.1,703.0
1.0,11.0,47.0,SUB-DISTRICT,Ganderbal,Urban,0.0,0.0,2.0,5418.0,36568.0,19429.0,17139.0,15.86,2306.0
1.0,12.0,0.0,DISTRICT,Pulwama,Total,319.0,10.0,5.0,86241.0,560440.0,293064.0,267376.0,1086.0,516.0
1.0,12.0,0.0,DISTRICT,Pulwama,Rural,319.0,10.0,0.0,75587.0,479978.0,248096.0,231882.0,1047.45,458.0
1.0,12.0,0.0,DISTRICT,Pulwama,Urban,0.0,0.0,5.0,10654.0,80462.0,44968.0,35494.0,38.55,2087.0
1.0,12.0,48.0,SUB-DISTRICT,Pampore,Total,23.0,3.0,2.0,12350.0,81564.0,42227.0,39337.0,112.41,726.0
1.0,12.0,48.0,SUB-DISTRICT,Pampore,Rural,23.0,3.0,0.0,7618.0,50033.0,26255.0,23778.0,82.46,607.0
1.0,12.0,48.0,SUB-DISTRICT,Pampore,Urban,0.0,0.0,2.0,4732.0,31531.0,15972.0,15559.0,29.95,1053.0
1.0,12.0,49.0,SUB-DISTRICT,Awantipora,Total,43.0,3.0,1.0,12091.0,86507.0,47151.0,39356.0,116.92,740.0
1.0,12.0,49.0,SUB-DISTRICT,Awantipora,Rural,43.0,3.0,0.0,11008.0,73860.0,38169.0,35691.0,111.92,660.0
1.0,12.0,49.0,SUB-DISTRICT,Awantipora,Urban,0.0,0.0,1.0,1083.0,12647.0,8982.0,3665.0,5.0,2529.0
1.0,12.0,50.0,SUB-DISTRICT,Tral,Total,66.0,0.0,1.0,18659.0,110196.0,57536.0,52660.0,117.87,935.0
1.0,12.0,50.0,SUB-DISTRICT,Tral,Rural,66.0,0.0,0.0,16303.0,92352.0,47592.0,44760.0,117.27,788.0
1.0,12.0,50.0,SUB-DISTRICT,Tral,Urban,0.0,0.0,1.0,2356.0,17844.0,9944.0,7900.0,0.6,29740.0
1.0,12.0,51.0,SUB-DISTRICT,Pulwama,Total,187.0,4.0,1.0,43141.0,282173.0,146150.0,136023.0,288.68,977.0
1.0,12.0,51.0,SUB-DISTRICT,Pulwama,Rural,187.0,4.0,0.0,40658.0,263733.0,136080.0,127653.0,285.68,923.0
1.0,12.0,51.0,SUB-DISTRICT,Pulwama,Urban,0.0,0.0,1.0,2483.0,18440.0,10070.0,8370.0,3.0,6147.0
1.0,13.0,0.0,DISTRICT,Shupiyan,Total,226.0,3.0,1.0,44411.0,266215.0,136480.0,129735.0,312.0,853.0
1.0,13.0,0.0,DISTRICT,Shupiyan,Rural,226.0,3.0,0.0,41858.0,249855.0,127161.0,122694.0,306.56,815.0
1.0,13.0,0.0,DISTRICT,Shupiyan,Urban,0.0,0.0,1.0,2553.0,16360.0,9319.0,7041.0,5.44,3007.0
1.0,13.0,52.0,SUB-DISTRICT,Shopian,Total,226.0,3.0,1.0,44411.0,266215.0,136480.0,129735.0,311.73,854.0
1.0,13.0,52.0,SUB-DISTRICT,Shopian,Rural,226.0,3.0,0.0,41858.0,249855.0,127161.0,122694.0,306.29,816.0
1.0,13.0,52.0,SUB-DISTRICT,Shopian,Urban,0.0,0.0,1.0,2553.0,16360.0,9319.0,7041.0,5.44,3007.0
1.0,14.0,0.0,DISTRICT,Anantnag,Total,335.0,7.0,12.0,153640.0,1078692.0,559767.0,518925.0,3574.0,302.0
1.0,14.0,0.0,DISTRICT,Anantnag,Rural,335.0,7.0,0.0,117648.0,795805.0,411012.0,384793.0,3475.76,229.0
1.0,14.0,0.0,DISTRICT,Anantnag,Urban,0.0,0.0,12.0,35992.0,282887.0,148755.0,134132.0,98.24,2880.0
1.0,14.0,53.0,SUB-DISTRICT,Pahalgam,Total,65.0,1.0,2.0,19277.0,119884.0,62190.0,57694.0,125.22,957.0
1.0,14.0,53.0,SUB-DISTRICT,Pahalgam,Rural,65.0,1.0,0.0,17300.0,104101.0,53290.0,50811.0,103.2,1009.0
1.0,14.0,53.0,SUB-DISTRICT,Pahalgam,Urban,0.0,0.0,2.0,1977.0,15783.0,8900.0,6883.0,22.02,717.0
1.0,14.0,54.0,SUB-DISTRICT,Bijbehara,Total,51.0,1.0,2.0,20450.0,146801.0,74275.0,72526.0,142.1,1033.0
1.0,14.0,54.0,SUB-DISTRICT,Bijbehara,Rural,51.0,1.0,0.0,15770.0,112197.0,56259.0,55938.0,131.09,856.0
1.0,14.0,54.0,SUB-DISTRICT,Bijbehara,Urban,0.0,0.0,2.0,4680.0,34604.0,18016.0,16588.0,11.01,3143.0
1.0,14.0,55.0,SUB-DISTRICT,Anantnag,Total,82.0,4.0,4.0,48726.0,364763.0,187703.0,177060.0,188.83,1932.0
1.0,14.0,55.0,SUB-DISTRICT,Anantnag,Rural,82.0,4.0,0.0,25995.0,179530.0,91832.0,87698.0,143.12,1254.0
1.0,14.0,55.0,SUB-DISTRICT,Anantnag,Urban,0.0,0.0,4.0,22731.0,185233.0,95871.0,89362.0,45.71,4052.0
1.0,14.0,56.0,SUB-DISTRICT,Shangus,Total,25.0,0.0,1.0,12400.0,74103.0,39062.0,35041.0,59.09,1254.0
1.0,14.0,56.0,SUB-DISTRICT,Shangus,Rural,25.0,0.0,0.0,11192.0,66228.0,34917.0,31311.0,57.09,1160.0
1.0,14.0,56.0,SUB-DISTRICT,Shangus,Urban,0.0,0.0,1.0,1208.0,7875.0,4145.0,3730.0,2.0,3938.0
1.0,14.0,57.0,SUB-DISTRICT,Kokernag,Total,51.0,0.0,1.0,27343.0,173712.0,91173.0,82539.0,126.01,1379.0
1.0,14.0,57.0,SUB-DISTRICT,Kokernag,Rural,51.0,0.0,0.0,26443.0,167159.0,87355.0,79804.0,123.01,1359.0
1.0,14.0,57.0,SUB-DISTRICT,Kokernag,Urban,0.0,0.0,1.0,900.0,6553.0,3818.0,2735.0,3.0,2184.0
1.0,14.0,58.0,SUB-DISTRICT,Dooru,Total,61.0,1.0,2.0,25444.0,199429.0,105364.0,94065.0,130.69,1526.0
1.0,14.0,58.0,SUB-DISTRICT,Dooru,Rural,61.0,1.0,0.0,20948.0,166590.0,87359.0,79231.0,116.19,1434.0
1.0,14.0,58.0,SUB-DISTRICT,Dooru,Urban,0.0,0.0,2.0,4496.0,32839.0,18005.0,14834.0,14.5,2265.0
1.0,15.0,0.0,DISTRICT,Kulgam,Total,226.0,5.0,7.0,73728.0,424483.0,217620.0,206863.0,410.0,1035.0
1.0,15.0,0.0,DISTRICT,Kulgam,Rural,226.0,5.0,0.0,59922.0,343870.0,175574.0,168296.0,360.2,955.0
1.0,15.0,0.0,DISTRICT,Kulgam,Urban,0.0,0.0,7.0,13806.0,80613.0,42046.0,38567.0,49.8,1619.0
1.0,15.0,59.0,SUB-DISTRICT,Kulgam,Total,161.0,2.0,6.0,49700.0,285773.0,145794.0,139979.0,265.36,1077.0
1.0,15.0,59.0,SUB-DISTRICT,Kulgam,Rural,161.0,2.0,0.0,37288.0,214925.0,109277.0,105648.0,215.99,995.0
1.0,15.0,59.0,SUB-DISTRICT,Kulgam,Urban,0.0,0.0,6.0,12412.0,70848.0,36517.0,34331.0,49.37,1435.0
1.0,15.0,60.0,SUB-DISTRICT,Devsar,Total,15.0,1.0,1.0,4924.0,31893.0,16873.0,15020.0,20.37,1566.0
1.0,15.0,60.0,SUB-DISTRICT,Devsar,Rural,15.0,1.0,0.0,3530.0,22128.0,11344.0,10784.0,19.94,1110.0
1.0,15.0,60.0,SUB-DISTRICT,Devsar,Urban,0.0,0.0,1.0,1394.0,9765.0,5529.0,4236.0,0.43,22709.0
1.0,15.0,61.0,SUB-DISTRICT,Damhal Hanjipora,Total,50.0,2.0,0.0,19104.0,106817.0,54953.0,51864.0,124.64,857.0
1.0,15.0,61.0,SUB-DISTRICT,Damhal Hanjipora,Rural,50.0,2.0,0.0,19104.0,106817.0,54953.0,51864.0,124.64,857.0
1.0,15.0,61.0,SUB-DISTRICT,Damhal Hanjipora,Urban,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,16.0,0.0,DISTRICT,Doda,Total,402.0,4.0,2.0,79636.0,409936.0,213641.0,196295.0,8912.0,46.0
1.0,16.0,0.0,DISTRICT,Doda,Rural,402.0,4.0,0.0,72917.0,377247.0,195430.0,181817.0,8892.25,42.0
1.0,16.0,0.0,DISTRICT,Doda,Urban,0.0,0.0,2.0,6719.0,32689.0,18211.0,14478.0,19.75,1655.0
1.0,16.0,62.0,SUB-DISTRICT,Doda,Total,126.0,1.0,1.0,41297.0,202716.0,106209.0,96507.0,1023.61,198.0
1.0,16.0,62.0,SUB-DISTRICT,Doda,Rural,126.0,1.0,0.0,36700.0,181111.0,93703.0,87408.0,1009.36,179.0
1.0,16.0,62.0,SUB-DISTRICT,Doda,Urban,0.0,0.0,1.0,4597.0,21605.0,12506.0,9099.0,14.25,1516.0
1.0,16.0,63.0,SUB-DISTRICT,Thathri,Total,92.0,1.0,0.0,11129.0,59955.0,31627.0,28328.0,123.54,485.0
1.0,16.0,63.0,SUB-DISTRICT,Thathri,Rural,92.0,1.0,0.0,11129.0,59955.0,31627.0,28328.0,123.54,485.0
1.0,16.0,63.0,SUB-DISTRICT,Thathri,Urban,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,16.0,64.0,SUB-DISTRICT,Gandoh,Total,66.0,1.0,0.0,13216.0,71889.0,36754.0,35135.0,105.08,684.0
1.0,16.0,64.0,SUB-DISTRICT,Gandoh,Rural,66.0,1.0,0.0,13216.0,71889.0,36754.0,35135.0,105.08,684.0
1.0,16.0,64.0,SUB-DISTRICT,Gandoh,Urban,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,16.0,65.0,SUB-DISTRICT,Bhaderwah,Total,118.0,1.0,1.0,13994.0,75376.0,39051.0,36325.0,112.17,672.0
1.0,16.0,65.0,SUB-DISTRICT,Bhaderwah,Rural,118.0,1.0,0.0,11872.0,64292.0,33346.0,30946.0,106.67,603.0
1.0,16.0,65.0,SUB-DISTRICT,Bhaderwah,Urban,0.0,0.0,1.0,2122.0,11084.0,5705.0,5379.0,5.5,2015.0
1.0,17.0,0.0,DISTRICT,Ramban,Total,127.0,2.0,3.0,55490.0,283713.0,149132.0,134581.0,1329.0,213.0
1.0,17.0,0.0,DISTRICT,Ramban,Rural,127.0,2.0,0.0,53328.0,271902.0,142317.0,129585.0,1313.92,207.0
1.0,17.0,0.0,DISTRICT,Ramban,Urban,0.0,0.0,3.0,2162.0,11811.0,6815.0,4996.0,15.08,783.0
1.0,17.0,66.0,SUB-DISTRICT,Banihal,Total,33.0,1.0,1.0,25018.0,125045.0,64992.0,60053.0,563.08,222.0
1.0,17.0,66.0,SUB-DISTRICT,Banihal,Rural,33.0,1.0,0.0,24373.0,121145.0,62539.0,58606.0,559.01,217.0
1.0,17.0,66.0,SUB-DISTRICT,Banihal,Urban,0.0,0.0,1.0,645.0,3900.0,2453.0,1447.0,4.07,958.0
1.0,17.0,67.0,SUB-DISTRICT,Ramban,Total,94.0,1.0,2.0,30472.0,158668.0,84140.0,74528.0,765.96,207.0
1.0,17.0,67.0,SUB-DISTRICT,Ramban,Rural,94.0,1.0,0.0,28955.0,150757.0,79778.0,70979.0,754.95,200.0
1.0,17.0,67.0,SUB-DISTRICT,Ramban,Urban,0.0,0.0,2.0,1517.0,7911.0,4362.0,3549.0,11.01,719.0
1.0,18.0,0.0,DISTRICT,Kishtwar,Total,155.0,2.0,1.0,45209.0,230696.0,120165.0,110531.0,1644.0,140.0
1.0,18.0,0.0,DISTRICT,Kishtwar,Rural,155.0,2.0,0.0,42499.0,215831.0,111986.0,103845.0,1643.37,131.0
1.0,18.0,0.0,DISTRICT,Kishtwar,Urban,0.0,0.0,1.0,2710.0,14865.0,8179.0,6686.0,0.63,23595.0
1.0,18.0,68.0,SUB-DISTRICT,Kishtwar,Total,82.0,2.0,1.0,24115.0,129489.0,67709.0,61780.0,780.3,166.0
1.0,18.0,68.0,SUB-DISTRICT,Kishtwar,Rural,82.0,2.0,0.0,21405.0,114624.0,59530.0,55094.0,779.67,147.0
1.0,18.0,68.0,SUB-DISTRICT,Kishtwar,Urban,0.0,0.0,1.0,2710.0,14865.0,8179.0,6686.0,0.63,23595.0
1.0,18.0,69.0,SUB-DISTRICT,Marwah,Total,27.0,0.0,0.0,7106.0,35572.0,18364.0,17208.0,307.35,116.0
1.0,18.0,69.0,SUB-DISTRICT,Marwah,Rural,27.0,0.0,0.0,7106.0,35572.0,18364.0,17208.0,307.35,116.0
1.0,18.0,69.0,SUB-DISTRICT,Marwah,Urban,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,18.0,70.0,SUB-DISTRICT,Chhatroo,Total,14.0,0.0,0.0,9729.0,44087.0,22815.0,21272.0,308.52,143.0
1.0,18.0,70.0,SUB-DISTRICT,Chhatroo,Rural,14.0,0.0,0.0,9729.0,44087.0,22815.0,21272.0,308.52,143.0
1.0,18.0,70.0,SUB-DISTRICT,Chhatroo,Urban,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,18.0,71.0,SUB-DISTRICT,Atholi (Paddar),Total,32.0,0.0,0.0,4259.0,21548.0,11277.0,10271.0,248.11,87.0
1.0,18.0,71.0,SUB-DISTRICT,Atholi (Paddar),Rural,32.0,0.0,0.0,4259.0,21548.0,11277.0,10271.0,248.11,87.0
1.0,18.0,71.0,SUB-DISTRICT,Atholi (Paddar),Urban,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,19.0,0.0,DISTRICT,Udhampur,Total,325.0,6.0,6.0,99240.0,554985.0,296784.0,258201.0,2637.0,210.0
1.0,19.0,0.0,DISTRICT,Udhampur,Rural,325.0,6.0,0.0,78887.0,446777.0,232974.0,213803.0,2593.28,172.0
1.0,19.0,0.0,DISTRICT,Udhampur,Urban,0.0,0.0,6.0,20353.0,108208.0,63810.0,44398.0,43.72,2475.0
1.0,19.0,72.0,SUB-DISTRICT,Udhampur,Total,149.0,3.0,3.0,50555.0,275559.0,151318.0,124241.0,808.71,341.0
1.0,19.0,72.0,SUB-DISTRICT,Udhampur,Rural,149.0,3.0,0.0,32338.0,177828.0,92989.0,84839.0,771.39,231.0
1.0,19.0,72.0,SUB-DISTRICT,Udhampur,Urban,0.0,0.0,3.0,18217.0,97731.0,58329.0,39402.0,37.32,2619.0
1.0,19.0,73.0,SUB-DISTRICT,Chenani,Total,46.0,1.0,2.0,11125.0,64753.0,33624.0,31129.0,312.12,207.0
1.0,19.0,73.0,SUB-DISTRICT,Chenani,Rural,46.0,1.0,0.0,10319.0,60568.0,31380.0,29188.0,310.33,195.0
1.0,19.0,73.0,SUB-DISTRICT,Chenani,Urban,0.0,0.0,2.0,806.0,4185.0,2244.0,1941.0,1.79,2338.0
1.0,19.0,74.0,SUB-DISTRICT,Ramnagar,Total,88.0,2.0,1.0,28317.0,167010.0,86755.0,80255.0,1025.65,163.0
1.0,19.0,74.0,SUB-DISTRICT,Ramnagar,Rural,88.0,2.0,0.0,26987.0,160718.0,83518.0,77200.0,1020.94,157.0
1.0,19.0,74.0,SUB-DISTRICT,Ramnagar,Urban,0.0,0.0,1.0,1330.0,6292.0,3237.0,3055.0,4.71,1336.0
1.0,19.0,75.0,SUB-DISTRICT,Majalta,Total,42.0,0.0,0.0,9243.0,47663.0,25087.0,22576.0,235.35,203.0
1.0,19.0,75.0,SUB-DISTRICT,Majalta,Rural,42.0,0.0,0.0,9243.0,47663.0,25087.0,22576.0,235.35,203.0
1.0,19.0,75.0,SUB-DISTRICT,Majalta,Urban,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,20.0,0.0,DISTRICT,Reasi,Total,253.0,2.0,5.0,56689.0,314667.0,166461.0,148206.0,1719.0,183.0
1.0,20.0,0.0,DISTRICT,Reasi,Rural,253.0,2.0,0.0,51659.0,287671.0,151481.0,136190.0,1679.99,171.0
1.0,20.0,0.0,DISTRICT,Reasi,Urban,0.0,0.0,5.0,5030.0,26996.0,14980.0,12016.0,39.01,692.0
1.0,20.0,76.0,SUB-DISTRICT,Gool-Gulabgarh,Total,61.0,0.0,0.0,25782.0,147843.0,78181.0,69662.0,857.26,172.0
1.0,20.0,76.0,SUB-DISTRICT,Gool-Gulabgarh,Rural,61.0,0.0,0.0,25782.0,147843.0,78181.0,69662.0,857.26,172.0
1.0,20.0,76.0,SUB-DISTRICT,Gool-Gulabgarh,Urban,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,20.0,77.0,SUB-DISTRICT,Reasi,Total,192.0,2.0,5.0,30907.0,166824.0,88280.0,78544.0,861.53,194.0
1.0,20.0,77.0,SUB-DISTRICT,Reasi,Rural,192.0,2.0,0.0,25877.0,139828.0,73300.0,66528.0,822.52,170.0
1.0,20.0,77.0,SUB-DISTRICT,Reasi,Urban,0.0,0.0,5.0,5030.0,26996.0,14980.0,12016.0,39.01,692.0
1.0,21.0,0.0,DISTRICT,Jammu,Total,780.0,72.0,20.0,314199.0,1529958.0,813821.0,716137.0,2342.0,653.0
1.0,21.0,0.0,DISTRICT,Jammu,Rural,780.0,72.0,0.0,159291.0,764945.0,401603.0,363342.0,2089.87,366.0
1.0,21.0,0.0,DISTRICT,Jammu,Urban,0.0,0.0,20.0,154908.0,765013.0,412218.0,352795.0,252.13,3034.0
1.0,21.0,78.0,SUB-DISTRICT,Akhnoor,Total,207.0,19.0,3.0,54133.0,250446.0,133592.0,116854.0,969.5,258.0
1.0,21.0,78.0,SUB-DISTRICT,Akhnoor,Rural,207.0,19.0,0.0,48256.0,218825.0,114114.0,104711.0,960.77,228.0
1.0,21.0,78.0,SUB-DISTRICT,Akhnoor,Urban,0.0,0.0,3.0,5877.0,31621.0,19478.0,12143.0,8.73,3622.0
1.0,21.0,79.0,SUB-DISTRICT,Jammu,Total,309.0,11.0,11.0,195906.0,970335.0,517447.0,452888.0,1069.72,907.0
1.0,21.0,79.0,SUB-DISTRICT,Jammu,Rural,309.0,11.0,0.0,56576.0,284890.0,150516.0,134374.0,848.45,336.0
1.0,21.0,79.0,SUB-DISTRICT,Jammu,Urban,0.0,0.0,11.0,139330.0,685445.0,366931.0,318514.0,221.27,3098.0
1.0,21.0,80.0,SUB-DISTRICT,Ranbir Singh Pora,Total,163.0,27.0,4.0,41528.0,197739.0,104475.0,93264.0,245.26,806.0
1.0,21.0,80.0,SUB-DISTRICT,Ranbir Singh Pora,Rural,163.0,27.0,0.0,35767.0,169459.0,89097.0,80362.0,238.48,711.0
1.0,21.0,80.0,SUB-DISTRICT,Ranbir Singh Pora,Urban,0.0,0.0,4.0,5761.0,28280.0,15378.0,12902.0,6.78,4171.0
1.0,21.0,81.0,SUB-DISTRICT,Bishnah,Total,101.0,15.0,2.0,22632.0,111438.0,58307.0,53131.0,158.18,705.0
1.0,21.0,81.0,SUB-DISTRICT,Bishnah,Rural,101.0,15.0,0.0,18692.0,91771.0,47876.0,43895.0,142.83,643.0
1.0,21.0,81.0,SUB-DISTRICT,Bishnah,Urban,0.0,0.0,2.0,3940.0,19667.0,10431.0,9236.0,15.35,1281.0
1.0,22.0,0.0,DISTRICT,Samba,Total,345.0,31.0,6.0,65385.0,318898.0,169124.0,149774.0,904.0,353.0
1.0,22.0,0.0,DISTRICT,Samba,Rural,345.0,31.0,0.0,54718.0,265283.0,139365.0,125918.0,865.24,307.0
1.0,22.0,0.0,DISTRICT,Samba,Urban,0.0,0.0,6.0,10667.0,53615.0,29759.0,23856.0,38.76,1383.0
1.0,22.0,82.0,SUB-DISTRICT,Samba,Total,345.0,31.0,6.0,65385.0,318898.0,169124.0,149774.0,903.65,353.0
1.0,22.0,82.0,SUB-DISTRICT,Samba,Rural,345.0,31.0,0.0,54718.0,265283.0,139365.0,125918.0,864.89,307.0
1.0,22.0,82.0,SUB-DISTRICT,Samba,Urban,0.0,0.0,6.0,10667.0,53615.0,29759.0,23856.0,38.76,1383.0
2.0,0.0,0.0,STATE,HIMACHAL PRADESH,Total,17882.0,2808.0,59.0,1483280.0,6864602.0,3481873.0,3382729.0,55673.0,123.0
2.0,0.0,0.0,STATE,HIMACHAL PRADESH,Rural,17882.0,2808.0,0.0,1312510.0,6176050.0,3110345.0,3065705.0,55402.18,111.0
2.0,0.0,0.0,STATE,HIMACHAL PRADESH,Urban,0.0,0.0,59.0,170770.0,688552.0,371528.0,317024.0,270.82,2542.0
2.0,23.0,0.0,DISTRICT,Chamba,Total,1110.0,481.0,5.0,102460.0,519080.0,261320.0,257760.0,6522.0002245146725,80.0
2.0,23.0,0.0,DISTRICT,Chamba,Rural,1110.0,481.0,0.0,94596.0,482972.0,241963.0,241009.0,6501.26,74.0
2.0,23.0,0.0,DISTRICT,Chamba,Urban,0.0,0.0,5.0,7864.0,36108.0,19357.0,16751.0,20.74,1741.0
2.0,23.0,83.0,SUB-DISTRICT,Pangi,Total,60.0,46.0,0.0,3952.0,18868.0,9579.0,9289.0,1515.455245321114,12.0
2.0,23.0,83.0,SUB-DISTRICT,Pangi,Rural,60.0,46.0,0.0,3952.0,18868.0,9579.0,9289.0,1515.455245321114,12.0
2.0,23.0,83.0,SUB-DISTRICT,Pangi,Urban,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,23.0,84.0,SUB-DISTRICT,Chaurah,Total,181.0,131.0,0.0,14142.0,78988.0,40152.0,38836.0,1164.894564119854,68.0
2.0,23.0,84.0,SUB-DISTRICT,Chaurah,Rural,181.0,131.0,0.0,14142.0,78988.0,40152.0,38836.0,1164.894564119854,68.0
2.0,23.0,84.0,SUB-DISTRICT,Chaurah,Urban,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,23.0,85.0,SUB-DISTRICT,Saluni,Total,132.0,46.0,0.0,8815.0,47939.0,24197.0,23742.0,362.0248525754306,132.0
2.0,23.0,85.0,SUB-DISTRICT,Saluni,Rural,132.0,46.0,0.0,8815.0,47939.0,24197.0,23742.0,362.0248525754306,132.0
2.0,23.0,85.0,SUB-DISTRICT,Saluni,Urban,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,23.0,86.0,SUB-DISTRICT,Bhalai,Total,78.0,2.0,0.0,4774.0,25326.0,12561.0,12765.0,133.25185124403168,190.0
2.0,23.0,86.0,SUB-DISTRICT,Bhalai,Rural,78.0,2.0,0.0,4774.0,25326.0,12561.0,12765.0,133.25185124403168,190.0
2.0,23.0,86.0,SUB-DISTRICT,Bhalai,Urban,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,23.0,87.0,SUB-DISTRICT,Dalhousie,Total,119.0,7.0,2.0,9514.0,46760.0,24339.0,22421.0,159.95734751725522,292.0
2.0,23.0,87.0,SUB-DISTRICT,Dalhousie,Rural,119.0,7.0,0.0,7507.0,36160.0,17968.0,18192.0,148.25734751725523,244.0
2.0,23.0,87.0,SUB-DISTRICT,Dalhousie,Urban,0.0,0.0,2.0,2007.0,10600.0,6371.0,4229.0,11.7,906.0
2.0,23.0,88.0,SUB-DISTRICT,Bhattiyat,Total,123.0,10.0,2.0,8897.0,42967.0,21550.0,21417.0,248.8837917206384,173.0
2.0,23.0,88.0,SUB-DISTRICT,Bhattiyat,Rural,123.0,10.0,0.0,7596.0,37392.0,18535.0,18857.0,244.17379172063835,153.0
2.0,23.0,88.0,SUB-DISTRICT,Bhattiyat,Urban,0.0,0.0,2.0,1301.0,5575.0,3015.0,2560.0,4.71,1184.0
2.0,23.0,89.0,SUB-DISTRICT,Sihunta,Total,80.0,17.0,0.0,8297.0,39871.0,19634.0,20237.0,264.1863677579328,151.0
2.0,23.0,89.0,SUB-DISTRICT,Sihunta,Rural,80.0,17.0,0.0,8297.0,39871.0,19634.0,20237.0,264.1863677579328,151.0
2.0,23.0,89.0,SUB-DISTRICT,Sihunta,Urban,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,23.0,90.0,SUB-DISTRICT,Chamba,Total,241.0,66.0,1.0,35900.0,179253.0,89199.0,90054.0,1012.2771446685192,177.0
2.0,23.0,90.0,SUB-DISTRICT,Chamba,Rural,241.0,66.0,0.0,31344.0,159320.0,79228.0,80092.0,1007.9471446685192,158.0
2.0,23.0,90.0,SUB-DISTRICT,Chamba,Urban,0.0,0.0,1.0,4556.0,19933.0,9971.0,9962.0,4.33,4603.0
2.0,23.0,91.0,SUB-DISTRICT,Holi,Total,46.0,94.0,0.0,3027.0,14094.0,7236.0,6858.0,716.0666401334067,20.0
2.0,23.0,91.0,SUB-DISTRICT,Holi,Rural,46.0,94.0,0.0,3027.0,14094.0,7236.0,6858.0,716.0666401334067,20.0
2.0,23.0,91.0,SUB-DISTRICT,Holi,Urban,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,23.0,92.0,SUB-DISTRICT,Brahmaur,Total,50.0,62.0,0.0,5142.0,25014.0,12873.0,12141.0,945.0131863564894,26.0
2.0,23.0,92.0,SUB-DISTRICT,Brahmaur,Rural,50.0,62.0,0.0,5142.0,25014.0,12873.0,12141.0,945.0131863564894,26.0
2.0,23.0,92.0,SUB-DISTRICT,Brahmaur,Urban,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,24.0,0.0,DISTRICT,Kangra,Total,3617.0,252.0,9.0,338887.0,1510075.0,750591.0,759484.0,5739.000080797061,263.0
2.0,24.0,0.0,DISTRICT,Kangra,Rural,3617.0,252.0,0.0,318379.0,1423794.0,705365.0,718429.0,5691.340080797061,250.0
2.0,24.0,0.0,DISTRICT,Kangra,Urban,0.0,0.0,9.0,20508.0,86281.0,45226.0,41055.0,47.66,1810.0
2.0,24.0,93.0,SUB-DISTRICT,Nurpur,Total,392.0,27.0,1.0,37267.0,176525.0,90074.0,86451.0,540.4221802474495,327.0
2.0,24.0,93.0,SUB-DISTRICT,Nurpur,Rural,392.0,27.0,0.0,35130.0,166718.0,84969.0,81749.0,535.6721802474495,311.0
2.0,24.0,93.0,SUB-DISTRICT,Nurpur,Urban,0.0,0.0,1.0,2137.0,9807.0,5105.0,4702.0,4.75,2065.0
2.0,24.0,94.0,SUB-DISTRICT,Indora,Total,112.0,4.0,1.0,16720.0,81226.0,42226.0,39000.0,298.12916541036685,272.0
2.0,24.0,94.0,SUB-DISTRICT,Indora,Rural,112.0,4.0,0.0,15716.0,76692.0,39901.0,36791.0,288.80916541036686,266.0
